timestamp,open,high,low,close,volume
2024-01-27 05:00:00+00:00,2274.33,2274.49,2260.56,2263.32,13672.57
2024-01-27 06:00:00+00:00,2263.32,2267.21,2262.36,2263.55,7692.33
2024-01-27 07:00:00+00:00,2263.55,2266.05,2252.09,2257.96,20097.22
2024-01-27 08:00:00+00:00,2257.96,2259.75,2250.1,2252.75,18405.82
2024-01-27 09:00:00+00:00,2252.75,2267.6,2250.38,2265.61,16959.89
2024-01-27 10:00:00+00:00,2265.61,2270.97,2262.36,2262.87,14011.32
2024-01-27 11:00:00+00:00,2262.87,2270.8,2261.14,2265.43,10963.87
2024-01-27 12:00:00+00:00,2265.43,2269.96,2261.44,2262.75,10097.8
2024-01-27 13:00:00+00:00,2262.75,2268.46,2261.85,2266.99,4585.19
2024-01-27 14:00:00+00:00,2266.99,2274.08,2266.6,2268.18,10523.79
2024-01-27 15:00:00+00:00,2268.18,2273.81,2266.24,2269.37,7199.83
2024-01-27 16:00:00+00:00,2269.37,2273.15,2262.08,2262.97,11504.36
2024-01-27 17:00:00+00:00,2262.97,2266.76,2260.24,2264.6,9428.96
2024-01-27 18:00:00+00:00,2264.6,2270.4,2262.8,2265.72,8214.37
2024-01-27 19:00:00+00:00,2265.72,2277.18,2265.71,2271.78,15070.68
2024-01-27 20:00:00+00:00,2271.78,2275.0,2268.59,2270.28,12785.32
2024-01-27 21:00:00+00:00,2270.28,2273.6,2265.66,2271.47,16487.14
2024-01-27 22:00:00+00:00,2271.47,2272.45,2262.1,2264.9,14315.37
2024-01-27 23:00:00+00:00,2264.9,2267.5,2260.02,2266.88,10248.75
2024-01-28 00:00:00+00:00,2266.88,2267.59,2261.98,2266.49,5969.97
2024-01-28 01:00:00+00:00,2266.49,2288.0,2266.49,2277.78,31689.3
2024-01-28 02:00:00+00:00,2277.78,2283.44,2275.0,2278.04,8462.14
2024-01-28 03:00:00+00:00,2278.04,2287.75,2277.2,2285.64,13390.67
2024-01-28 04:00:00+00:00,2285.64,2303.97,2283.11,2302.22,37257.26
2024-01-28 05:00:00+00:00,2302.22,2307.48,2285.23,2289.37,27595.63
2024-01-28 06:00:00+00:00,2289.37,2290.4,2282.28,2286.32,12988.41
2024-01-28 07:00:00+00:00,2286.32,2292.16,2279.83,2281.42,13400.41
2024-01-28 08:00:00+00:00,2281.42,2289.58,2276.08,2284.49,18341.71
2024-01-28 09:00:00+00:00,2284.49,2300.81,2282.73,2293.61,18308.9
2024-01-28 10:00:00+00:00,2293.61,2294.98,2287.24,2292.53,9557.67
2024-01-28 11:00:00+00:00,2292.53,2293.36,2275.11,2279.88,14449.22
2024-01-28 12:00:00+00:00,2279.88,2281.08,2267.32,2275.01,25458.09
2024-01-28 13:00:00+00:00,2275.01,2280.47,2269.71,2278.03,13621.23
2024-01-28 14:00:00+00:00,2278.03,2284.99,2262.0,2266.34,31324.39
2024-01-28 15:00:00+00:00,2266.34,2273.76,2260.23,2268.7,22699.0
2024-01-28 16:00:00+00:00,2268.7,2274.92,2265.42,2273.01,10008.22
2024-01-28 17:00:00+00:00,2273.01,2273.05,2261.0,2268.69,18319.79
2024-01-28 18:00:00+00:00,2268.69,2269.49,2255.45,2259.9,26577.06
2024-01-28 19:00:00+00:00,2259.9,2265.19,2245.02,2252.77,23838.98
2024-01-28 20:00:00+00:00,2252.77,2262.07,2248.0,2260.82,11882.19
2024-01-28 21:00:00+00:00,2260.82,2265.74,2257.19,2262.15,6590.93
2024-01-28 22:00:00+00:00,2262.15,2262.8,2236.32,2248.23,21168.01
2024-01-28 23:00:00+00:00,2248.23,2259.12,2243.86,2255.56,10401.35
2024-01-29 00:00:00+00:00,2255.56,2261.1,2249.13,2256.33,11741.56
2024-01-29 01:00:00+00:00,2256.33,2273.0,2255.88,2263.33,13849.8
2024-01-29 02:00:00+00:00,2263.33,2270.31,2262.05,2267.64,6019.9
2024-01-29 03:00:00+00:00,2267.64,2276.96,2267.64,2270.74,9242.08
2024-01-29 04:00:00+00:00,2270.74,2272.89,2265.05,2267.38,7149.93
2024-01-29 05:00:00+00:00,2267.38,2269.52,2262.23,2263.78,5599.51
2024-01-29 06:00:00+00:00,2263.78,2269.48,2263.21,2266.31,8556.36
2024-01-29 07:00:00+00:00,2266.31,2270.33,2256.85,2258.12,11182.16
2024-01-29 08:00:00+00:00,2258.12,2263.86,2252.43,2262.34,14566.64
2024-01-29 09:00:00+00:00,2262.34,2272.79,2254.21,2272.79,13517.22
2024-01-29 10:00:00+00:00,2272.79,2276.38,2268.6,2274.55,11999.66
2024-01-29 11:00:00+00:00,2274.55,2275.14,2260.28,2263.52,10393.69
2024-01-29 12:00:00+00:00,2263.52,2268.74,2254.03,2255.01,16992.11
2024-01-29 13:00:00+00:00,2255.01,2255.5,2238.01,2243.24,40781.11
2024-01-29 14:00:00+00:00,2243.24,2250.87,2231.47,2242.9,35213.61
2024-01-29 15:00:00+00:00,2242.9,2275.0,2238.21,2274.67,47271.91
2024-01-29 16:00:00+00:00,2274.67,2301.95,2263.75,2298.97,91397.69
2024-01-29 17:00:00+00:00,2298.97,2314.22,2295.3,2302.25,65016.72
2024-01-29 18:00:00+00:00,2302.25,2312.87,2294.08,2299.86,28478.84
2024-01-29 19:00:00+00:00,2299.86,2304.73,2290.28,2292.52,15820.57
2024-01-29 20:00:00+00:00,2292.52,2303.59,2291.2,2301.94,14678.51
2024-01-29 21:00:00+00:00,2301.94,2310.72,2300.03,2305.19,14860.73
2024-01-29 22:00:00+00:00,2305.19,2322.78,2304.68,2310.71,21857.62
2024-01-29 23:00:00+00:00,2310.71,2317.32,2309.38,2316.7,12122.62
2024-01-30 00:00:00+00:00,2316.7,2317.78,2303.83,2303.91,13626.83
2024-01-30 01:00:00+00:00,2303.91,2324.51,2302.69,2313.77,21763.53
2024-01-30 02:00:00+00:00,2313.77,2327.29,2313.77,2316.58,17729.62
2024-01-30 03:00:00+00:00,2316.58,2319.0,2309.16,2310.12,10108.42
2024-01-30 04:00:00+00:00,2310.12,2313.44,2307.28,2310.23,8409.52
2024-01-30 05:00:00+00:00,2310.23,2312.73,2303.41,2304.25,10787.34
2024-01-30 06:00:00+00:00,2304.25,2308.0,2299.14,2303.18,13100.1
2024-01-30 07:00:00+00:00,2303.18,2313.32,2301.66,2307.93,19450.78
2024-01-30 08:00:00+00:00,2307.93,2312.15,2301.46,2307.37,12726.91
2024-01-30 09:00:00+00:00,2307.37,2308.6,2302.68,2303.49,7821.09
2024-01-30 10:00:00+00:00,2303.49,2315.6,2301.61,2313.64,10612.78
2024-01-30 11:00:00+00:00,2313.64,2316.82,2310.01,2312.84,11224.41
2024-01-30 12:00:00+00:00,2312.84,2331.8,2296.14,2305.2,64389.19
2024-01-30 13:00:00+00:00,2305.2,2312.72,2292.82,2304.59,29997.35
2024-01-30 14:00:00+00:00,2304.59,2315.4,2297.41,2313.01,26928.12
2024-01-30 15:00:00+00:00,2313.01,2347.93,2301.89,2340.24,77456.54
2024-01-30 16:00:00+00:00,2340.24,2369.64,2335.0,2368.99,103016.57
2024-01-30 17:00:00+00:00,2368.99,2379.66,2363.59,2369.33,50743.64
2024-01-30 18:00:00+00:00,2369.33,2380.84,2363.04,2376.24,34976.85
2024-01-30 19:00:00+00:00,2376.24,2377.56,2368.15,2374.17,15169.96
2024-01-30 20:00:00+00:00,2374.17,2384.26,2372.12,2372.51,21993.04
2024-01-30 21:00:00+00:00,2372.51,2392.1,2369.1,2379.38,27582.09
2024-01-30 22:00:00+00:00,2379.38,2381.05,2363.4,2364.28,15640.69
2024-01-30 23:00:00+00:00,2364.28,2367.32,2335.59,2341.66,52263.36
2024-01-31 00:00:00+00:00,2341.66,2351.06,2330.01,2339.25,38432.88
2024-01-31 01:00:00+00:00,2339.25,2345.79,2325.6,2331.5,26934.3
2024-01-31 02:00:00+00:00,2331.5,2338.24,2326.32,2337.61,15439.25
2024-01-31 03:00:00+00:00,2337.61,2343.21,2337.5,2342.22,13992.61
2024-01-31 04:00:00+00:00,2342.22,2344.0,2335.53,2341.49,9357.45
2024-01-31 05:00:00+00:00,2341.49,2343.77,2333.72,2338.36,10544.97
2024-01-31 06:00:00+00:00,2338.36,2341.06,2330.0,2331.22,9882.34
2024-01-31 07:00:00+00:00,2331.22,2341.32,2328.5,2340.01,12725.58
2024-01-31 08:00:00+00:00,2340.01,2343.37,2334.46,2338.3,12476.78
2024-01-31 09:00:00+00:00,2338.3,2338.64,2306.8,2310.0,45298.57
2024-01-31 10:00:00+00:00,2310.0,2312.58,2279.33,2282.1,75833.82
2024-01-31 11:00:00+00:00,2282.1,2298.85,2278.44,2298.34,27278.43
2024-01-31 12:00:00+00:00,2298.34,2305.78,2295.07,2303.42,17667.86
2024-01-31 13:00:00+00:00,2303.42,2317.4,2297.42,2311.21,27364.3
2024-01-31 14:00:00+00:00,2311.21,2313.75,2296.62,2306.06,28010.69
2024-01-31 15:00:00+00:00,2306.06,2332.87,2290.04,2328.16,72304.23
2024-01-31 16:00:00+00:00,2328.16,2346.4,2323.18,2344.8,41327.63
2024-01-31 17:00:00+00:00,2344.8,2349.67,2336.31,2345.81,25797.46
2024-01-31 18:00:00+00:00,2345.81,2347.34,2328.66,2334.33,21987.21
2024-01-31 19:00:00+00:00,2334.33,2341.76,2307.0,2322.35,60640.09
2024-01-31 20:00:00+00:00,2322.35,2323.8,2284.1,2286.2,65603.39
2024-01-31 21:00:00+00:00,2286.2,2290.68,2261.0,2277.22,49493.08
2024-01-31 22:00:00+00:00,2277.22,2286.01,2266.89,2283.52,18312.93
2024-01-31 23:00:00+00:00,2283.52,2287.2,2279.48,2281.8,11962.03
2024-02-01 00:00:00+00:00,2281.8,2288.55,2270.02,2282.13,27925.19
2024-02-01 01:00:00+00:00,2282.13,2283.18,2236.64,2243.86,62138.69
2024-02-01 02:00:00+00:00,2243.86,2259.2,2241.31,2259.15,20955.65
2024-02-01 03:00:00+00:00,2259.15,2262.29,2254.82,2256.04,9723.88
2024-02-01 04:00:00+00:00,2256.04,2266.66,2250.6,2261.3,16462.65
2024-02-01 05:00:00+00:00,2261.3,2267.48,2260.35,2267.23,6972.49
2024-02-01 06:00:00+00:00,2267.23,2273.36,2266.9,2273.35,12395.84
2024-02-01 07:00:00+00:00,2273.35,2276.79,2270.2,2270.88,9529.85
2024-02-01 08:00:00+00:00,2270.88,2272.68,2265.12,2271.24,12308.94
2024-02-01 09:00:00+00:00,2271.24,2274.89,2264.09,2266.71,8439.92
2024-02-01 10:00:00+00:00,2266.71,2277.32,2265.07,2266.58,10763.95
2024-02-01 11:00:00+00:00,2266.58,2271.99,2264.01,2265.11,7388.42
2024-02-01 12:00:00+00:00,2265.11,2273.69,2261.87,2269.53,13996.1
2024-02-01 13:00:00+00:00,2269.53,2276.66,2262.19,2271.16,14850.34
2024-02-01 14:00:00+00:00,2271.16,2303.03,2269.21,2295.82,49100.0
2024-02-01 15:00:00+00:00,2295.82,2307.89,2286.27,2287.51,46319.4
2024-02-01 16:00:00+00:00,2287.51,2292.65,2266.26,2290.95,35398.46
2024-02-01 17:00:00+00:00,2290.95,2311.96,2290.13,2303.86,39507.97
2024-02-01 18:00:00+00:00,2303.86,2306.95,2291.52,2294.74,17893.14
2024-02-01 19:00:00+00:00,2294.74,2308.2,2289.5,2303.45,22434.68
2024-02-01 20:00:00+00:00,2303.45,2305.41,2294.53,2297.71,9125.63
2024-02-01 21:00:00+00:00,2297.71,2308.61,2295.49,2302.96,13830.49
2024-02-01 22:00:00+00:00,2302.96,2303.49,2285.01,2295.9,11391.41
2024-02-01 23:00:00+00:00,2295.9,2303.36,2293.41,2302.58,7240.95
2024-02-02 00:00:00+00:00,2302.58,2319.99,2299.49,2309.44,26471.45
2024-02-02 01:00:00+00:00,2309.44,2316.58,2305.01,2305.4,14333.82
2024-02-02 02:00:00+00:00,2305.4,2306.64,2297.1,2300.95,9044.01
2024-02-02 03:00:00+00:00,2300.95,2304.12,2299.81,2300.21,5635.4
2024-02-02 04:00:00+00:00,2300.21,2303.79,2295.08,2297.0,6194.67
2024-02-02 05:00:00+00:00,2297.0,2305.68,2295.1,2303.31,6875.55
2024-02-02 06:00:00+00:00,2303.31,2312.8,2302.71,2308.61,9008.34
2024-02-02 07:00:00+00:00,2308.61,2318.86,2306.43,2312.11,18057.58
2024-02-02 08:00:00+00:00,2312.11,2313.54,2304.03,2309.36,13661.61
2024-02-02 09:00:00+00:00,2309.36,2312.43,2306.22,2308.58,7471.46
2024-02-02 10:00:00+00:00,2308.58,2312.14,2303.4,2310.9,7681.9
2024-02-02 11:00:00+00:00,2310.9,2318.46,2307.83,2317.03,13758.88
2024-02-02 12:00:00+00:00,2317.03,2324.22,2312.08,2313.4,23226.11
2024-02-02 13:00:00+00:00,2313.4,2314.53,2287.16,2291.02,48940.97
2024-02-02 14:00:00+00:00,2291.02,2297.33,2280.73,2291.36,38338.23
2024-02-02 15:00:00+00:00,2291.36,2316.92,2290.0,2313.09,40525.19
2024-02-02 16:00:00+00:00,2313.09,2323.0,2299.8,2304.6,48552.73
2024-02-02 17:00:00+00:00,2304.6,2310.56,2288.2,2291.79,30353.75
2024-02-02 18:00:00+00:00,2291.79,2295.0,2284.47,2293.18,17001.95
2024-02-02 19:00:00+00:00,2293.18,2300.89,2291.32,2299.99,12151.09
2024-02-02 20:00:00+00:00,2299.99,2302.35,2293.54,2296.51,6806.34
2024-02-02 21:00:00+00:00,2296.51,2300.78,2295.01,2295.01,4901.06
2024-02-02 22:00:00+00:00,2295.01,2308.94,2294.64,2307.62,12651.31
2024-02-02 23:00:00+00:00,2307.62,2308.71,2303.92,2307.85,4507.44
2024-02-03 00:00:00+00:00,2307.85,2320.0,2305.73,2312.87,19372.53
2024-02-03 01:00:00+00:00,2312.87,2329.0,2312.86,2324.77,23914.37
2024-02-03 02:00:00+00:00,2324.77,2326.0,2317.43,2321.56,7906.45
2024-02-03 03:00:00+00:00,2321.56,2325.0,2319.14,2320.18,5030.79
2024-02-03 04:00:00+00:00,2320.18,2324.12,2319.3,2320.0,5185.99
2024-02-03 05:00:00+00:00,2320.0,2324.23,2319.77,2322.99,4157.97
2024-02-03 06:00:00+00:00,2322.99,2323.0,2315.55,2319.66,10279.83
2024-02-03 07:00:00+00:00,2319.66,2320.2,2312.2,2312.81,6072.59
2024-02-03 08:00:00+00:00,2312.81,2314.94,2305.69,2307.23,8878.43
2024-02-03 09:00:00+00:00,2307.23,2314.9,2307.03,2313.83,5103.29
2024-02-03 10:00:00+00:00,2313.83,2313.83,2309.44,2312.76,3941.87
2024-02-03 11:00:00+00:00,2312.76,2312.76,2298.0,2301.88,20678.4
2024-02-03 12:00:00+00:00,2301.88,2305.79,2300.45,2303.53,8931.37
2024-02-03 13:00:00+00:00,2303.53,2306.76,2301.39,2305.79,6437.45
2024-02-03 14:00:00+00:00,2305.79,2305.79,2299.55,2300.44,6385.82
2024-02-03 15:00:00+00:00,2300.44,2308.4,2290.58,2302.43,21368.84
2024-02-03 16:00:00+00:00,2302.43,2312.75,2302.03,2304.35,17932.77
2024-02-03 17:00:00+00:00,2304.35,2310.89,2303.06,2307.4,6775.05
2024-02-03 18:00:00+00:00,2307.4,2307.6,2295.37,2297.22,10229.0
2024-02-03 19:00:00+00:00,2297.22,2302.54,2295.21,2302.54,4733.31
2024-02-03 20:00:00+00:00,2302.54,2304.99,2299.08,2301.46,3105.63
2024-02-03 21:00:00+00:00,2301.46,2304.0,2295.8,2299.14,4746.11
2024-02-03 22:00:00+00:00,2299.14,2300.45,2296.01,2296.81,2277.17
2024-02-03 23:00:00+00:00,2296.81,2299.86,2292.2,2295.14,5962.96
2024-02-04 00:00:00+00:00,2295.14,2298.18,2288.52,2298.18,7714.48
2024-02-04 01:00:00+00:00,2298.18,2305.6,2295.0,2304.15,6072.26
2024-02-04 02:00:00+00:00,2304.15,2305.37,2301.61,2302.35,2902.57
2024-02-04 03:00:00+00:00,2302.35,2304.39,2301.57,2301.9,2600.88
2024-02-04 04:00:00+00:00,2301.9,2302.42,2292.8,2296.03,4841.07
2024-02-04 05:00:00+00:00,2296.03,2303.24,2295.59,2299.1,5805.29
2024-02-04 06:00:00+00:00,2299.1,2301.74,2284.71,2286.15,10998.36
2024-02-04 07:00:00+00:00,2286.15,2291.9,2285.45,2289.17,11501.84
2024-02-04 08:00:00+00:00,2289.17,2291.49,2288.21,2288.92,8307.58
2024-02-04 09:00:00+00:00,2288.92,2304.6,2285.05,2302.22,11684.7
2024-02-04 10:00:00+00:00,2302.22,2303.6,2295.82,2299.22,7751.36
2024-02-04 11:00:00+00:00,2299.22,2308.77,2298.11,2304.09,10107.4
2024-02-04 12:00:00+00:00,2304.09,2308.79,2302.23,2302.23,7742.11
2024-02-04 13:00:00+00:00,2302.23,2306.2,2301.64,2303.36,3349.62
2024-02-04 14:00:00+00:00,2303.36,2306.74,2296.06,2298.19,9401.03
2024-02-04 15:00:00+00:00,2298.19,2304.6,2296.36,2300.75,6695.9
2024-02-04 16:00:00+00:00,2300.75,2302.65,2297.72,2302.65,3993.66
2024-02-04 17:00:00+00:00,2302.65,2307.3,2296.78,2305.35,11608.44
2024-02-04 18:00:00+00:00,2305.35,2307.83,2291.67,2292.94,11328.33
2024-02-04 19:00:00+00:00,2292.94,2294.4,2263.6,2278.37,57728.26
2024-02-04 20:00:00+00:00,2278.37,2310.57,2272.39,2302.71,35894.46
2024-02-04 21:00:00+00:00,2302.71,2308.91,2299.2,2299.33,16724.57
2024-02-04 22:00:00+00:00,2299.33,2301.84,2273.85,2286.33,27915.81
2024-02-04 23:00:00+00:00,2286.33,2289.87,2281.79,2288.1,9319.57
2024-02-05 00:00:00+00:00,2288.1,2293.12,2277.09,2278.83,16195.69
2024-02-05 01:00:00+00:00,2278.83,2283.01,2266.84,2281.52,17948.52
2024-02-05 02:00:00+00:00,2281.52,2281.87,2275.64,2280.21,5777.73
2024-02-05 03:00:00+00:00,2280.21,2297.57,2279.73,2295.17,11039.96
2024-02-05 04:00:00+00:00,2295.17,2298.85,2290.88,2294.4,10275.41
2024-02-05 05:00:00+00:00,2294.4,2295.15,2288.54,2294.73,7029.37
2024-02-05 06:00:00+00:00,2294.73,2301.8,2292.85,2300.37,9407.32
2024-02-05 07:00:00+00:00,2300.37,2311.99,2297.44,2309.94,24779.02
2024-02-05 08:00:00+00:00,2309.94,2324.88,2309.93,2321.65,29043.37
2024-02-05 09:00:00+00:00,2321.65,2324.9,2313.27,2319.99,15719.56
2024-02-05 10:00:00+00:00,2319.99,2332.68,2319.99,2321.72,25841.33
2024-02-05 11:00:00+00:00,2321.72,2329.44,2321.16,2328.53,10971.02
2024-02-05 12:00:00+00:00,2328.53,2330.55,2321.6,2324.26,13431.33
2024-02-05 13:00:00+00:00,2324.26,2337.8,2321.4,2329.0,23264.36
2024-02-05 14:00:00+00:00,2329.0,2332.71,2315.81,2317.82,20322.23
2024-02-05 15:00:00+00:00,2317.82,2317.82,2291.34,2296.54,48660.12
2024-02-05 16:00:00+00:00,2296.54,2300.71,2288.55,2299.8,34559.93
2024-02-05 17:00:00+00:00,2299.8,2306.21,2295.27,2300.81,12982.38
2024-02-05 18:00:00+00:00,2300.81,2303.68,2292.22,2300.16,9991.61
2024-02-05 19:00:00+00:00,2300.16,2311.42,2299.4,2303.43,10054.81
2024-02-05 20:00:00+00:00,2303.43,2304.99,2281.45,2293.35,26140.41
2024-02-05 21:00:00+00:00,2293.35,2294.22,2284.36,2287.52,10317.06
2024-02-05 22:00:00+00:00,2287.52,2294.98,2284.69,2293.41,8270.58
2024-02-05 23:00:00+00:00,2293.41,2300.84,2290.07,2300.26,8504.35
2024-02-06 00:00:00+00:00,2300.26,2301.48,2297.65,2301.4,6889.64
2024-02-06 01:00:00+00:00,2301.4,2311.39,2299.3,2306.07,9027.58
2024-02-06 02:00:00+00:00,2306.07,2328.47,2305.0,2322.96,24959.17
2024-02-06 03:00:00+00:00,2322.96,2327.44,2312.21,2315.85,17446.59
2024-02-06 04:00:00+00:00,2315.85,2318.45,2311.68,2313.78,7037.49
2024-02-06 05:00:00+00:00,2313.78,2314.81,2307.23,2313.18,10610.31
2024-02-06 06:00:00+00:00,2313.18,2316.35,2307.89,2315.82,9151.27
2024-02-06 07:00:00+00:00,2315.82,2326.61,2310.16,2325.61,21486.55
2024-02-06 08:00:00+00:00,2325.61,2337.79,2322.35,2336.01,36791.74
2024-02-06 09:00:00+00:00,2336.01,2337.26,2327.0,2333.73,15644.31
2024-02-06 10:00:00+00:00,2333.73,2343.98,2315.83,2325.88,43128.27
2024-02-06 11:00:00+00:00,2325.88,2329.99,2316.71,2324.43,20906.04
2024-02-06 12:00:00+00:00,2324.43,2331.17,2311.25,2324.55,37376.89
2024-02-06 13:00:00+00:00,2324.55,2348.83,2318.22,2336.77,48491.79
2024-02-06 14:00:00+00:00,2336.77,2346.87,2330.45,2337.65,26079.07
2024-02-06 15:00:00+00:00,2337.65,2345.98,2330.1,2342.69,22839.92
2024-02-06 16:00:00+00:00,2342.69,2361.64,2339.98,2345.86,48243.4
2024-02-06 17:00:00+00:00,2345.86,2365.49,2343.77,2352.84,24916.83
2024-02-06 18:00:00+00:00,2352.84,2365.1,2347.4,2363.18,22357.84
2024-02-06 19:00:00+00:00,2363.18,2379.84,2359.02,2377.92,32405.41
2024-02-06 20:00:00+00:00,2377.92,2392.0,2374.67,2378.88,46255.11
2024-02-06 21:00:00+00:00,2378.88,2385.31,2373.22,2379.11,21041.07
2024-02-06 22:00:00+00:00,2379.11,2383.56,2374.52,2380.42,11054.59
2024-02-06 23:00:00+00:00,2380.42,2383.05,2370.36,2371.36,14940.59
2024-02-07 00:00:00+00:00,2371.36,2389.45,2370.91,2378.85,17804.29
2024-02-07 01:00:00+00:00,2378.85,2387.45,2374.15,2374.9,16265.54
2024-02-07 02:00:00+00:00,2374.9,2379.3,2372.54,2374.59,5605.94
2024-02-07 03:00:00+00:00,2374.59,2376.07,2361.4,2363.09,26731.47
2024-02-07 04:00:00+00:00,2363.09,2367.17,2353.0,2359.63,28278.17
2024-02-07 05:00:00+00:00,2359.63,2366.5,2355.25,2364.2,10698.03
2024-02-07 06:00:00+00:00,2364.2,2364.75,2358.3,2362.5,9952.47
2024-02-07 07:00:00+00:00,2362.5,2366.9,2358.2,2360.93,7756.53
2024-02-07 08:00:00+00:00,2360.93,2364.5,2355.55,2362.17,13197.27
2024-02-07 09:00:00+00:00,2362.17,2376.94,2360.14,2370.11,23717.33
2024-02-07 10:00:00+00:00,2370.11,2370.7,2352.1,2354.49,21441.95
2024-02-07 11:00:00+00:00,2354.49,2361.8,2353.18,2360.8,17688.22
2024-02-07 12:00:00+00:00,2360.8,2372.87,2360.06,2371.55,15773.38
2024-02-07 13:00:00+00:00,2371.55,2375.96,2364.23,2371.31,19326.31
2024-02-07 14:00:00+00:00,2371.31,2384.99,2361.1,2364.32,53519.7
2024-02-07 15:00:00+00:00,2364.32,2375.55,2359.61,2368.42,20033.44
2024-02-07 16:00:00+00:00,2368.42,2399.5,2367.14,2397.45,63788.64
2024-02-07 17:00:00+00:00,2397.45,2423.59,2395.21,2408.84,108989.69
2024-02-07 18:00:00+00:00,2408.84,2417.15,2404.02,2416.03,25781.09
2024-02-07 19:00:00+00:00,2416.03,2424.99,2411.33,2418.27,27560.05
2024-02-07 20:00:00+00:00,2418.27,2444.16,2418.24,2437.88,58742.17
2024-02-07 21:00:00+00:00,2437.88,2438.6,2423.76,2428.92,21070.21
2024-02-07 22:00:00+00:00,2428.92,2431.13,2420.25,2424.61,12727.83
2024-02-07 23:00:00+00:00,2424.61,2428.64,2421.54,2423.57,10362.78
2024-02-08 00:00:00+00:00,2423.57,2436.8,2422.17,2433.45,20644.95
2024-02-08 01:00:00+00:00,2433.45,2444.21,2428.69,2440.65,21398.88
2024-02-08 02:00:00+00:00,2440.65,2442.88,2429.07,2433.45,16042.08
2024-02-08 03:00:00+00:00,2433.45,2435.82,2431.11,2432.36,7301.76
2024-02-08 04:00:00+00:00,2432.36,2434.46,2425.01,2426.49,9458.7
2024-02-08 05:00:00+00:00,2426.49,2427.97,2421.51,2422.34,10232.02
2024-02-08 06:00:00+00:00,2422.34,2422.94,2418.24,2418.98,7045.66
2024-02-08 07:00:00+00:00,2418.98,2424.39,2410.12,2420.49,19871.4
2024-02-08 08:00:00+00:00,2420.49,2427.09,2420.13,2422.76,15042.74
2024-02-08 09:00:00+00:00,2422.76,2425.41,2418.77,2422.37,12817.02
2024-02-08 10:00:00+00:00,2422.37,2428.02,2418.95,2421.08,13479.44
2024-02-08 11:00:00+00:00,2421.08,2424.75,2414.6,2423.84,17086.02
2024-02-08 12:00:00+00:00,2423.84,2428.11,2415.95,2421.15,15454.25
2024-02-08 13:00:00+00:00,2421.15,2424.0,2415.74,2423.93,15436.31
2024-02-08 14:00:00+00:00,2423.93,2442.83,2418.03,2436.77,49172.46
2024-02-08 15:00:00+00:00,2436.77,2463.67,2427.32,2452.15,79111.29
2024-02-08 16:00:00+00:00,2452.15,2454.26,2411.55,2423.32,59340.01
2024-02-08 17:00:00+00:00,2423.32,2436.24,2416.13,2423.29,27648.31
2024-02-08 18:00:00+00:00,2423.29,2431.85,2419.1,2429.52,16346.63
2024-02-08 19:00:00+00:00,2429.52,2431.42,2419.5,2420.1,11734.86
